component_I,component_II,Temperature [K],mole_fraction,viscosity [m^2/s]
CCCCCCCCC,CCCCCCCCCC, 298, 0.3045, 1.0841439621414436e-06
CCCCCCCCC,CCCCCCCCCC, 298, 0.4048, 1.0757054942617952e-06
CCCCCCCCC,CCCCCCCCCC, 298, 0.5057, 1.0461790514273018e-06
CCCCCCCCC,CCCCCCCCCC, 298, 0.6085, 1.021518089382833e-06
CCCCCCCCC,CCCCCCCCCC, 298, 0.7065, 1.0011844213753224e-06
CCCCCCCCC,CCCCCCCCCC, 298, 0.806, 9.650580039925732e-07
CCCCCCCCC,CCCCCCCCCC, 298, 0.897, 9.416601409553641e-07
CCCCCCCCC,CCCCCCCCCC, 298, 1.0, 9.246935201401051e-07
CCCCCCCCC,CCCCCCCCCCC, 298, 0.0, 1.4723618090452264e-06
CCCCCCCCC,CCCCCCCCCCC, 298, 0.1034, 1.4033391436975706e-06
CCCCCCCCC,CCCCCCCCCCC, 298, 0.2088, 1.3189844720921023e-06
CCCCCCCCC,CCCCCCCCCCC, 298, 0.3024, 1.2748011118566088e-06
CCCCCCCCC,CCCCCCCCCCC, 298, 0.4073, 1.2263593786482441e-06
CCCCCCCCC,CCCCCCCCCCC, 298, 0.5057, 1.167621776504298e-06
CCCCCCCCC,CCCCCCCCCCC, 298, 0.6037, 1.1249447269511389e-06
CCCCCCCCC,CCCCCCCCCCC, 298, 0.7055, 1.0675613847796249e-06
CCCCCCCCC,CCCCCCCCCCC, 298, 0.8002, 1.0196956630595043e-06
CCCCCCCCC,CCCCCCCCCCC, 298, 0.9038, 9.590953511098702e-07
CCCCCCCCC,CCCCCCCCCCC, 298, 1.0, 9.246935201401051e-07
CCCCCCCCC,CCCCCCCCCCCC, 298, 0.0, 1.851066400010738e-06
CCCCCCCCC,CCCCCCCCCCCC, 298, 0.0957, 1.7142203131942851e-06
CCCCCCCCC,CCCCCCCCCCCC, 298, 0.1995, 1.6038054568304977e-06
CCCCCCCCC,CCCCCCCCCCCC, 298, 0.3049, 1.507061169671564e-06
CCCCCCCCC,CCCCCCCCCCCC, 298, 0.4056, 1.3924223027265546e-06
CCCCCCCCC,CCCCCCCCCCCC, 298, 0.5088, 1.3253094440265337e-06
CCCCCCCCC,CCCCCCCCCCCC, 298, 0.6103, 1.2301838063576669e-06
CCCCCCCCC,CCCCCCCCCCCC, 298, 0.7039, 1.1426442791904086e-06
CCCCCCCCC,CCCCCCCCCCCC, 298, 0.8049, 1.0705025996533796e-06
CCCCCCCCC,CCCCCCCCCCCC, 298, 0.9023, 9.91903680272014e-07
CCCCCCCCC,CCCCCCCCCCCC, 298, 1.0, 9.246935201401051e-07
CCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.0, 4.017874540471025e-06
CCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.1105, 3.522239193723156e-06
CCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.2002, 3.1676676545411625e-06
CCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.3173, 2.7341955919229248e-06
CCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.4054, 2.4313028248437647e-06
CCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.5056, 2.0979590746380293e-06
CCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.5795, 1.8850466662190288e-06
CCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.7077, 1.5629834704014331e-06
CCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.8024, 1.3220594276324798e-06
CCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.8988, 1.1313419206663253e-06
CCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 1.0, 9.246935201401051e-07
CCCCCCCCCC,CCCCCCCCCCC, 298, 0.0, 1.4723618090452264e-06
CCCCCCCCCC,CCCCCCCCCCC, 298, 0.1074, 1.436420508635931e-06
CCCCCCCCCC,CCCCCCCCCCC, 298, 0.2094, 1.4033009232780454e-06
CCCCCCCCCC,CCCCCCCCCCC, 298, 0.3054, 1.3762918927763085e-06
CCCCCCCCCC,CCCCCCCCCCC, 298, 0.4086, 1.34542128043036e-06
CCCCCCCCCC,CCCCCCCCCCC, 298, 0.5085, 1.30649968554319e-06
CCCCCCCCCC,CCCCCCCCCCC, 298, 0.608, 1.2859724542044304e-06
CCCCCCCCCC,CCCCCCCCCCC, 298, 0.7092, 1.2621678686007294e-06
CCCCCCCCCC,CCCCCCCCCCC, 298, 0.8045, 1.2373865648896882e-06
CCCCCCCCCC,CCCCCCCCCCC, 298, 0.9056, 1.19342242754221e-06
CCCCCCCCCC,CCCCCCCCCCC, 298, 1.0, 1.1646702464546332e-06
CCCCCCCCCC,CCCCCCCCCCCC, 298, 0.0, 1.851066400010738e-06
CCCCCCCCCC,CCCCCCCCCCCC, 298, 0.1071, 1.7412419953721144e-06
CCCCCCCCCC,CCCCCCCCCCCC, 298, 0.2012, 1.6758789905090595e-06
CCCCCCCCCC,CCCCCCCCCCCC, 298, 0.3014, 1.61842603102535e-06
CCCCCCCCCC,CCCCCCCCCCCC, 298, 0.4079, 1.5530718688613427e-06
CCCCCCCCCC,CCCCCCCCCCCC, 298, 0.5077, 1.4833224684919602e-06
CCCCCCCCCC,CCCCCCCCCCCC, 298, 0.6096, 1.4103052915384407e-06
CCCCCCCCCC,CCCCCCCCCCCC, 298, 0.7085, 1.3381483554742433e-06
CCCCCCCCCC,CCCCCCCCCCCC, 298, 0.8052, 1.2989075377159598e-06
CCCCCCCCCC,CCCCCCCCCCCC, 298, 0.9045, 1.23946291770779e-06
CCCCCCCCCC,CCCCCCCCCCCC, 298, 1.0, 1.1646702464546332e-06
CCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.0, 4.017874540471025e-06
CCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.1051, 3.5855233126834045e-06
CCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.2075, 3.2494662807297875e-06
CCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.3045, 2.893843725335438e-06
CCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.4045, 2.6120290812954392e-06
CCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.5081, 2.3035821093905767e-06
CCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.6095, 2.04583439183859e-06
CCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.7051, 1.7978314095837703e-06
CCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.8037, 1.585228735149487e-06
CCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.9041, 1.3496723102129982e-06
CCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 1.0, 1.1646702464546332e-06
CCCCCCCCCCC,CCCCCCCCCCCC, 298, 0.0, 1.851066400010738e-06
CCCCCCCCCCC,CCCCCCCCCCCC, 298, 0.106, 1.7662393506947247e-06
CCCCCCCCCCC,CCCCCCCCCCCC, 298, 0.2057, 1.745026030106138e-06
CCCCCCCCCCC,CCCCCCCCCCCC, 298, 0.3093, 1.6868686868686867e-06
CCCCCCCCCCC,CCCCCCCCCCCC, 298, 0.4136, 1.6673408845738942e-06
CCCCCCCCCCC,CCCCCCCCCCCC, 298, 0.5553, 1.6154521510096579e-06
CCCCCCCCCCC,CCCCCCCCCCCC, 298, 0.6095, 1.5885223079730224e-06
CCCCCCCCCCC,CCCCCCCCCCCC, 298, 0.7174, 1.546238276333419e-06
CCCCCCCCCCC,CCCCCCCCCCCC, 298, 0.8145, 1.5264020812726113e-06
CCCCCCCCCCC,CCCCCCCCCCCC, 298, 0.9084, 1.5051414927964839e-06
CCCCCCCCCCC,CCCCCCCCCCCC, 298, 1.0, 1.4723618090452264e-06
CCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.0, 4.017874540471025e-06
CCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.1095, 3.62776025236593e-06
CCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.2008, 3.333071813379361e-06
CCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.3116, 3.0398592584812516e-06
CCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.4052, 2.7778363420740546e-06
CCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.5071, 2.5204123493059143e-06
CCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.6081, 2.2903594597468892e-06
CCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.7051, 2.0489909310681036e-06
CCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.806, 1.8304980060958414e-06
CCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.9031, 1.6326668376783814e-06
CCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 1.0, 1.4723618090452264e-06
CCCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.0, 4.017874540471025e-06
CCCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.1077, 3.67438649507633e-06
CCCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.2113, 3.4517169764495353e-06
CCCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.3061, 3.2305254334957303e-06
CCCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.4097, 2.996242873282363e-06
CCCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.5073, 2.769834890432078e-06
CCCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.6082, 2.559461639144863e-06
CCCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.7053, 2.344255770761475e-06
CCCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.8045, 2.178503901360816e-06
CCCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 0.905, 1.9726481558226277e-06
CCCCCCCCCCCC,CCCCCCCCCCCCCCCC, 298, 1.0, 1.851066400010738e-06
